lang,libro,capitulo,versiculo,texto
es,%c3%89xodo,36,15,Cada tela medía 30 codos de largo y 4 codos de ancho. Las 11 telas medían lo mismo.
ncx,%c3%89xodo,36,16,Okinsasalo makuili tsotsoltin uan oksekan okinsasalo ok chikuase tsotsoltin.
es,%c3%89xodo,36,16,"Entonces unió cinco telas y, por separado, unió las otras seis telas."
ncx,%c3%89xodo,36,17,"Satepan itempa achto tsotsoli, okinchiuili 50 tlen ika motsikoskia kanin mosetiliskia iuan okse tsotsoli. Noijki itempa okse tsotsoli okinchiuili 50 tlen ika motsikoskia kanin mosetiliskia iuan achto tsotsoli."
es,%c3%89xodo,36,17,"Después hizo 50 presillas en el borde de la primera serie, en la tela del extremo que se juntaba con la otra serie. Además, hizo 50 presillas en el borde de la otra serie, en la tela que se juntaba con la primera serie."
ncx,%c3%89xodo,36,18,Okinchi cincuenta broches de cobre para kinsetiliskia ome tsotsoltin tlen okinsasalo uan ijkon yetoskia san se tsotsoli.
es,%c3%89xodo,36,18,Hizo 50 broches de cobre para unir las dos series de telas y así formar una unidad.
ncx,%c3%89xodo,36,19,Noijki okichi se tsotsoli tlen okichijkej ika inmieuayo ichkamej tlen chichiltik okintlapaluijkej para kitlaliskia ipan tabernáculo uan okse tsotsoli tlen okichijkej ika inmieuayo focas para ipan kitlaliskej.
es,%c3%89xodo,36,19,También hizo para la tienda una cubierta de pieles de carnero teñidas de rojo y otra cubierta de pieles de foca para ponérsela encima.
ncx,%c3%89xodo,36,20,Noijki ika acaciakouitl okinchiuili tabernáculo marcos ueyaktikej tlen moketoskiaj.
es,%c3%89xodo,36,20,Entonces hizo los armazones rectangulares del tabernáculo. Eran de madera de acacia e iban colocados de pie.
ncx,%c3%89xodo,36,21,"Sejse marco okipiaya kanaj naui metros uan tlajko ik ueyak, uan kanaj sesenta y siete centímetros ik patlauak."
es,%c3%89xodo,36,21,Cada armazón medía 10 codos de largo y un codo y medio de ancho.
ncx,%c3%89xodo,36,22,Sejse marco okinpiaya ome ikxiuan tlen omonamiktokaj. Ijkon ye okinchi nochtin marcos tlen okinpiaya tabernáculo.
es,%c3%89xodo,36,22,Y cada armazón tenía dos espigas unidas la una a la otra. Así es como él hizo todos los armazones del tabernáculo.
ncx,%c3%89xodo,36,23,Okinchi 20 marcos tlen yetoskiaj ik isur tabernáculo.
es,%c3%89xodo,36,23,"De modo que hizo los armazones para el lado sur del tabernáculo, 20 armazones orientados hacia el sur."
ncx,%c3%89xodo,36,24,Noijki okichi cuarenta tlamantli de plata tlen ika motlakxilijtoskiaj veinte marcos. Itlampa sejse marco yetos ome tlamantli tlen ika motlakxilijtos uan ompa kalaktoskej ome ikxiuan. Noijki intlampa okseki marcos yetos ojome tlamantli tlen ika motlakxilijtoskej uan ompa kalaktoskej ome inmikxiuan.
es,%c3%89xodo,36,24,"También hizo 40 bases de plata para ponerlas debajo de los 20 armazones: debajo de un armazón habría dos bases donde se encajarían sus dos espigas, y debajo de los demás armazones también habría dos bases donde se encajarían sus dos espigas."
ncx,%c3%89xodo,36,25,Uan okinchi 20 marcos tlen yetoskiaj okse ilado tabernáculo ik inorte.
es,%c3%89xodo,36,25,"Y, para el otro lado del tabernáculo, el lado norte, hizo 20 armazones."
ncx,%c3%89xodo,36,26,Noijki okichi cuarenta tlamantli de plata tlen ika motlakxilijtoskej. Itlampa sejse marco yetos ome tlamantli tlen ika motlakxilijtos. Noijki intlampa okseki marcos yetos ojome tlamantli tlen ika motlakxilijtoskej.
es,%c3%89xodo,36,26,"También les hizo 40 bases de plata: debajo de un armazón habría dos bases, y debajo de los demás armazones también habría dos bases."
ncx,%c3%89xodo,36,27,Okinchi chikuase marcos para ikuitlapan tabernáculo tlen okatka ik kanin motlatia tonaltsin.
es,%c3%89xodo,36,27,"Para la parte de atrás del tabernáculo, que estaba orientada hacia el oeste, hizo seis armazones."
ncx,%c3%89xodo,36,28,Noijki okinchi ome marcos para mayetokan esquinas ikuitlapan tabernáculo.
es,%c3%89xodo,36,28,"Además, hizo dos armazones que cumplían la función de esquinas en la parte de atrás del tabernáculo."
ncx,%c3%89xodo,36,29,Nonmej marcos okipiayaj ome kojmej tlen opeuayaj tlakxitlan uan omosetiliayaj tlakpak kanin okatka achto anillo. Ijkon okichi ika ome marcos tlen okatkaj iesquinas tabernáculo.
es,%c3%89xodo,36,29,"Esos armazones tenían dos piezas que empezaban abajo y terminaban uniéndose en la parte de arriba, donde estaba el primer anillo. Esto fue lo que hizo con los dos armazones de las esquinas."
ncx,%c3%89xodo,36,30,Okatkaj chikueyi marcos tlen okipiayaj dieciséis tlamantli de plata tlen ika omotlakxilijtokaj. Itlampa sejse marco okatka ome tlamantli tlen ika omotlakxilijtoka.
es,%c3%89xodo,36,30,De modo que había ocho armazones con sus 16 bases de plata: debajo de cada armazón había dos bases.
ncx,%c3%89xodo,36,31,Noijki okinchi makuili kojmej ika acaciakouitl para kinsetiliskia marcos tlen yetoskiaj itech se ilado tabernáculo.
es,%c3%89xodo,36,31,"También hizo barras de madera de acacia: cinco para unir los armazones de un lado del tabernáculo,"
ncx,%c3%89xodo,36,32,"Okinchi ok makuili kojmej para mosetiliskej marcos itech okse ilado tabernáculo. Uan ok makuili para mosetiliskej marcos ikuitlapan tabernáculo, tlen okatka ik kanin motlatia tonaltsin."
es,%c3%89xodo,36,32,"cinco para unir los armazones del otro lado del tabernáculo y cinco para unir los armazones del lado oeste del tabernáculo, es decir, la parte de atrás."
ncx,%c3%89xodo,36,33,Okitlali kouitl tlen okatka tlatlajko para mamokaua intlajkotia marcos. Opeuaya se esquina uan otlantoka okse esquina.
es,%c3%89xodo,36,33,Hizo que la barra central quedara a media altura de los armazones y pasara de un extremo al otro.
ncx,%c3%89xodo,36,34,Marcos okintlalili oro. Noijki okinchiuili anillos de oro ik kanin okinkalakiayaj kojmej uan noijki kojmej okintlalili oro.
es,%c3%89xodo,36,34,Y revistió de oro los armazones y les hizo anillos de oro por los que pasaban las barras. También revistió de oro las barras.
ncx,%c3%89xodo,36,35,"Okichi se tsotsoli tilauak ika hilo azul, ichkatsojmitl morado, hilo chichiltik tlen petlani, hilo de lino tlen okachi kuali uan okinmijtsomili querubines."
es,%c3%89xodo,36,35,"Hizo una cortina de hilo azul, lana púrpura, hilo rojo escarlata y lino fino retorcido. La hizo con querubines bordados."
ncx,%c3%89xodo,36,36,Okinchiuili naui tlaketsalmej ika acaciakouitl uan okintlalili oro. Noijki okinchi ganchos de oro uan naui tlamantli de plata para ika motlakxiliskej tlaketsalmej.
es,%c3%89xodo,36,36,Entonces hizo para ella cuatro columnas de acacia y las revistió de oro. También hizo ganchos de oro y cuatro bases de plata fundida para las columnas.
ncx,%c3%89xodo,36,37,"Satepan okichi se tsotsoli tlen pilkatoskia kanin kalakiskiaj, non tsotsoli okichi ika hilo azul, ichkatsojmitl morado, hilo chichiltik tlen petlani uan hilo de lino tlen okachi kuali."
es,%c3%89xodo,36,37,"Luego, para la entrada de la tienda, hizo una cortina entretejiendo hilo azul, lana púrpura, hilo rojo escarlata y lino fino retorcido."
ncx,%c3%89xodo,36,38,"Noijki okinchi makuili tlaketsalmej para mopilos tsotsoli uan noijki iganchos. Inmikpak okintlalili oro uan noijki ianillos, pero makuili tlamantli para ika motlakxilis okatka de cobre."
es,%c3%89xodo,36,38,"Además, hizo cinco columnas y sus ganchos. Revistió de oro sus partes superiores y sus abrazaderas, pero sus cinco bases eran de cobre."
ncx,%c3%89xodo,37,1,"Satepan Bezalel okichi se Arca ika acaciakouitl. Okipiaya kanaj 110 centímetros ik ueyak, kanaj 67 centímetros ik patlauak uan kanaj 67 centímetros ik uejkapan."
es,%c3%89xodo,37,1,"Después, Bezalel hizo el Arca de madera de acacia. Medía dos codos y medio de largo, un codo y medio de ancho y un codo y medio de alto."
ncx,%c3%89xodo,37,2,Okitlalili san oro ijtik uan ixko. Noijki itempa okichiuili ika oro.
es,%c3%89xodo,37,2,"Él la revistió de oro puro por dentro y por fuera, y le hizo un borde de oro alrededor."
ncx,%c3%89xodo,37,3,Satepan okipatilti oro uan ika okinchi naui anillos uan okintlalili Arca ikpak naui ikxiuan. Ome anillos okintlalili se ilado uan ok ome okintlalili okse ilado.
es,%c3%89xodo,37,3,Luego le hizo cuatro anillos de oro fundido para ponerlos encima de sus cuatro patas: dos anillos de un lado y dos anillos del otro lado.
ncx,%c3%89xodo,37,4,Okinchi tlakomej ika acaciakouitl uan okintlalili oro.
es,%c3%89xodo,37,4,"A continuación, hizo varas de madera de acacia y las revistió de oro."
ncx,%c3%89xodo,37,5,Satepan tlakomej okinpanolti ijtik anillos tlen okatkaj inajnakastlan Arca para ika kiuikaskiaj.
es,%c3%89xodo,37,5,Entonces pasó las varas por los anillos que estaban a los lados del Arca para poder transportarla.
ncx,%c3%89xodo,37,6,"Noijki okichi itentsaka san ika oro, okipiaya kanaj 110 centímetros ik ueyak uan kanaj 67 centímetros ik patlauak."
es,%c3%89xodo,37,6,"Además, hizo la cubierta de oro puro. Medía dos codos y medio de largo y un codo y medio de ancho."
ncx,%c3%89xodo,37,7,Okinchi ome querubines de oro ika martillo uan okintlali ipan ome ilado itentsaka Arca.
es,%c3%89xodo,37,7,También hizo dos querubines de oro labrado a martillo en los dos extremos de la cubierta.
ncx,%c3%89xodo,37,8,Se querubín okatka se ilado uan okse querubín okatka okse ilado. Okintlali ome querubines ipan ome ilado itentsaka Arca.
es,%c3%89xodo,37,8,Un querubín quedó en un extremo y el otro querubín quedó en el otro extremo. Hizo los querubines en los dos extremos de la cubierta.
ncx,%c3%89xodo,37,9,Querubines okinpiayaj ome inmiajasuan tlen omelatokaj ik tlakpak uan okipachojtokaj itentsaka Arca. Noijki omixnamiktokaj uan okitokaj itentsaka Arca.
es,%c3%89xodo,37,9,Los dos querubines tenían sus alas extendidas hacia arriba cubriendo la cubierta. Estaban uno frente al otro y con sus caras mirando hacia la cubierta.
ncx,%c3%89xodo,37,10,"Noijki okichi se mesa ika acaciakouitl, non mesa okipiaya kanaj 90 centímetros ik ueyak, kanaj 45 centímetros ik patlauak uan kanaj 67 centímetros ik uejkapan."
es,%c3%89xodo,37,10,"Luego él hizo la mesa de madera de acacia. Medía dos codos de largo, un codo de ancho y un codo y medio de alto."
ncx,%c3%89xodo,37,11,Satepan okitlalili san oro uan noijki okichiuili itempa ika oro.
es,%c3%89xodo,37,11,Después la revistió de oro puro y le hizo un borde de oro alrededor.
ncx,%c3%89xodo,37,12,Itempa mesa okiyaualo ika oro tlen okipiaya kanaj chikome centímetros ik patlauak uan itenyo tlen okiyaualojtoka itempa mesa okichiuili de oro.
es,%c3%89xodo,37,12,También le puso alrededor una franja de un palmo menor de ancho y un borde de oro alrededor de toda la franja.
ncx,%c3%89xodo,37,13,Noijki okipatilti oro uan okinchiuili naui anillos uan okintlalili inajnakastlan mesa kanin omokitskijtokaj naui ikxiuan.
es,%c3%89xodo,37,13,"Además, le hizo cuatro anillos de oro fundido y los colocó en las cuatro esquinas donde estaban fijadas las cuatro patas."
ncx,%c3%89xodo,37,14,"Ijtik anillos tlen okatkaj ik kanin okatka itenyo mesa, kinkalakiskiaj tlakomej uan ika kiuikaskiaj mesa."
es,%c3%89xodo,37,14,Los anillos estaban cerca de la franja y servían para meter por ellos las varas con que se transportaría la mesa.
ncx,%c3%89xodo,37,15,Okinchi nonmej tlakomej ika acaciakouitl uan okintlalili oro.
es,%c3%89xodo,37,15,Entonces él hizo las varas para transportar la mesa con madera de acacia y las revistió de oro.
ncx,%c3%89xodo,37,16,"Noijki okinchi san ika oro tlamantli tlen yetoskia ipan mesa, okinchi kaxmej uan copas. Uan noijki okinchi konmej uan xikalmej para ika monokis vino tlen motetliokolis."
es,%c3%89xodo,37,16,"Luego hizo con oro puro los utensilios que iban sobre la mesa: los platos y las copas, así como los tazones y las jarras para derramar las ofrendas líquidas."
ncx,%c3%89xodo,37,17,"Satepan okichi candelabro san ika oro. Okichi ika martillo uan nochi okatka san se pieza. Okipiaya kanin moketos, tlatlajko okipiaya ikojyo, imauan, copas, xochitl tlen ayamo omotlapouaya uan xochitl tlen yomotlapojka."
es,%c3%89xodo,37,17,"Después hizo el candelabro de oro puro. Era una sola pieza labrada a martillo. Tenía una base, un eje central, copas, globos y flores."
ncx,%c3%89xodo,37,18,"Ikojyo candelabro okinpiaya chikuase imauan, eyi imauan se lado uan eyi imauan okse lado."
es,%c3%89xodo,37,18,Del eje central del candelabro salían seis brazos: tres brazos de un lado y tres brazos del otro.
ncx,%c3%89xodo,37,19,"Se lado, itech sejse imauan okinpiaya eyi copas tlen omotayaj ken ixochio almendro, ikxitlan sejse copa okipiaya xochitl tlen ayamo omotlapouaya uan xochitl tlen yomotlapojka. Noijki ijkon okichi itech okse ilado. Ijkon okatkaj chikuase imauan tlen okinpiaya ikojyo candelabro."
es,%c3%89xodo,37,19,"En un lado, cada brazo tenía tres copas en forma de flor de almendro, con globos y flores alternados. Y, en el otro lado, cada brazo tenía tres copas en forma de flor de almendro, con globos y flores alternados. Así eran los seis brazos que salían del eje central del candelabro."
ncx,%c3%89xodo,37,20,"Ikojyo candelabro okinpiaya naui copas tlen omotayaj ken ixochio almendro, ikxitlan sejse copa okipiaya xochitl tlen ayamo omotlapouaya uan xochitl tlen yomotlapojka."
es,%c3%89xodo,37,20,"Y el eje central del candelabro tenía cuatro copas en forma de flor de almendro, con globos y flores alternados."
ncx,%c3%89xodo,37,21,Okatka se xochitl tlen ayamo omotlapouaya ikxitlan achto ome imauan candelabro tlen okistokaj itech ikojyo. Noijki okatka xochitl tlen ayamo omotlapouaya ikxitlan ok ome imauan uan okse xochitl tlen ayamo omotlapouaya ikxitlan saiktlami ome imauan. Ijkon okatkaj chikuase imauan tlen okinpiaya ikojyo candelabro.
es,%c3%89xodo,37,21,"Había un globo debajo del primer par de brazos que salía del eje central, otro globo debajo del segundo par de brazos y otro globo debajo del tercer par de brazos. Así eran los seis brazos que salían del eje central del candelabro."
ncx,%c3%89xodo,37,22,"Candelabro, imauan uan xochitl tlen ayamo omotlapouaya okatkaj san se pieza tlen okichi san ika oro uan ika martillo."
es,%c3%89xodo,37,22,"Los globos, los brazos y todo el candelabro eran una sola pieza de oro puro labrado a martillo."
ncx,%c3%89xodo,37,23,"Satepan san ika oro okinchi chikome tlauiltin, pinzas uan kopalkaxmej."
es,%c3%89xodo,37,23,"Después, él hizo de oro puro sus siete lámparas, sus despabiladeras y sus braserillos."
ncx,%c3%89xodo,37,24,Okinejneki kanaj 34 kilos oro chipauak para kichiuas candelabro uan nochi okseki tlamantli.
es,%c3%89xodo,37,24,Usó un talento de oro puro para hacer el candelabro y todos sus utensilios.
ncx,%c3%89xodo,37,25,Noijki okichi se altar ika acaciakouitl kanin mochichinoskia kopali. Okatka cuadrado uan okipiaya kanaj 45 centímetros ik ueyak uan kanaj 45 centímetros ik patlauak uan okipiaya kanaj 90 centímetros ik uejkapan. Altar uan ikuakonuan okatkaj san se pieza.
es,%c3%89xodo,37,25,"También hizo el altar del incienso de madera de acacia. Era cuadrado y medía un codo de largo y un codo de ancho, y tenía una altura de dos codos. El altar y sus cuernos formaban una sola pieza."
ncx,%c3%89xodo,37,26,"Ikpak okitlalili san oro, noijki inajnakastlan uan itech ikuakonuan. Noijki okichiuili itempa ika oro."
es,%c3%89xodo,37,26,"Entonces él revistió de oro puro la parte de arriba, los lados y los cuernos. Además, le hizo un borde de oro alrededor."
ncx,%c3%89xodo,37,27,Itlampa itempa okintlalili ome anillos de oro se ilado uan ok ome okintlalili okse ilado. Ik ompa kikalakiskiaj tlakotl para kiuikatinemiskiaj.
es,%c3%89xodo,37,27,"Debajo del borde, en dos lados opuestos, le puso dos anillos de oro para meter por ellos las varas con que se transportaría."
ncx,%c3%89xodo,37,28,Satepan okinchi tlakomej ika acaciakouitl uan okintlalili oro.
es,%c3%89xodo,37,28,Después hizo las varas de madera de acacia y las revistió de oro.
ncx,%c3%89xodo,37,29,Noijki okichi aceite santo tlen ika tlapejpenaskiaj uan kopali ajuiak tlen okachi kuali. Non ome tlamantli okinyekchi.
es,%c3%89xodo,37,29,Hizo además el aceite santo de la unción y el incienso aromático puro. Eran mezclas bien preparadas.
ncx,%c3%89xodo,38,1,Noijki okichi altar ika acaciakouitl kanin mochichinoskiaj tetliokolilmej. Okatka cuadrado uan okipiaya kanaj ome metros uan veinticinco centímetros ik ueyak uan kanaj ome metros uan veinticinco centímetros ik patlauak. Noijki okipiaya kanaj se metro uan tlajko ik uejkapan.
es,%c3%89xodo,38,1,"Además, hizo el altar de la ofrenda quemada con madera de acacia. Era cuadrado y medía cinco codos de largo y cinco codos de ancho, y tenía una altura de tres codos."
ncx,%c3%89xodo,38,2,"Itech naui iesquinas okinchiuili ikuakonuan, altar uan ikuakonuan okatkaj san se pieza. Uan nochi altar okitlalili cobre."
es,%c3%89xodo,38,2,"Le hizo cuernos en sus cuatro esquinas. El altar y los cuernos formaban una sola pieza. A continuación, revistió de cobre el altar."
ncx,%c3%89xodo,38,3,"Satepan okichi nochi tlen kipia altar: tlen ika kololoskiaj tlikonextli, palas, xikalmej, tenedores uan kopalkaxmej. Okichi nochi ika cobre."
es,%c3%89xodo,38,3,"Después hizo todos los utensilios del altar: los baldes, las palas, los tazones, los tenedores y los braserillos. Hizo todos los utensilios de cobre."
ncx,%c3%89xodo,38,4,Noijki okichiuili altar se parrilla ika cobre ken se teposayatl. Okikalaki ijtik altar uan omoka itlajkotia.
es,%c3%89xodo,38,4,"Además, hizo una rejilla para el altar —una red de cobre—, la metió dentro del altar y la colocó a media altura por debajo del borde."
ncx,%c3%89xodo,38,5,"Ika tepostli tlen okipatiltijkej okinchi naui anillos para iesquinas, uan okintlali ik kanin omoka parrilla de cobre para ik ompa kinkalakiskia tlakomej."
es,%c3%89xodo,38,5,También hizo cuatro anillos de metal fundido para las cuatro esquinas y los colocó a la altura de la rejilla de cobre a fin de meter las varas.
ncx,%c3%89xodo,38,6,Satepan okinchi tlakomej ika acaciakouitl uan okintlalili cobre.
es,%c3%89xodo,38,6,Después hizo las varas con madera de acacia y las revistió de cobre.
